,Date,Time,LEVEL,WSE_ft,TEMPERATURE
44780,1/10/2020 0:00,10:45:00,1.191,9.598,8.1
44781,1/10/2020 0:00,11:00:00,1.192,9.599,8.2
44782,1/10/2020 0:00,11:15:00,1.194,9.601,8.4
44783,1/10/2020 0:00,11:30:00,1.189,9.596,8.5
44784,1/10/2020 0:00,11:45:00,1.192,9.599,8.7
44785,1/10/2020 0:00,12:00:00,1.193,9.6,8.9
44786,1/10/2020 0:00,12:15:00,1.193,9.6,9
44787,1/10/2020 0:00,12:30:00,1.196,9.603,9.1
44788,1/10/2020 0:00,12:45:00,1.197,9.604,9.2
44789,1/10/2020 0:00,13:00:00,1.194,9.601,9.3
44790,1/10/2020 0:00,13:15:00,1.196,9.603,9.5
44791,1/10/2020 0:00,13:30:00,1.194,9.601,9.6
44792,1/10/2020 0:00,13:45:00,1.197,9.604,9.7
44793,1/10/2020 0:00,14:00:00,1.197,9.604,9.7
44794,1/10/2020 0:00,14:15:00,1.193,9.6,9.8
44795,1/10/2020 0:00,14:30:00,1.198,9.605,9.8
44796,1/10/2020 0:00,14:45:00,1.196,9.603,9.9
44797,1/10/2020 0:00,15:00:00,1.195,9.602,9.9
44798,1/10/2020 0:00,15:15:00,1.195,9.602,9.9
44799,1/10/2020 0:00,15:30:00,1.193,9.6,9.9
44800,1/10/2020 0:00,15:45:00,1.193,9.6,9.9
44801,1/10/2020 0:00,16:00:00,1.193,9.6,9.8
44802,1/10/2020 0:00,16:15:00,1.192,9.599,9.8
44803,1/10/2020 0:00,16:30:00,1.19,9.597,9.7
44804,1/10/2020 0:00,16:45:00,1.19,9.597,9.5
44805,1/10/2020 0:00,17:00:00,1.183,9.59,9.4
44806,1/10/2020 0:00,17:15:00,1.189,9.596,9.3
44807,1/10/2020 0:00,17:30:00,1.187,9.594,9.2
44808,1/10/2020 0:00,17:45:00,1.189,9.596,9.1
44809,1/10/2020 0:00,18:00:00,1.188,9.595,9.1
44810,1/10/2020 0:00,18:15:00,1.185,9.592,9
44811,1/10/2020 0:00,18:30:00,1.188,9.595,9
44812,1/10/2020 0:00,18:45:00,1.187,9.594,8.9
44813,1/10/2020 0:00,19:00:00,1.186,9.593,8.9
44814,1/10/2020 0:00,19:15:00,1.185,9.592,8.9
44815,1/10/2020 0:00,19:30:00,1.186,9.593,8.9
44816,1/10/2020 0:00,19:45:00,1.189,9.596,8.9
44817,1/10/2020 0:00,20:00:00,1.19,9.597,8.9
44818,1/10/2020 0:00,20:15:00,1.188,9.595,8.9
44819,1/10/2020 0:00,20:30:00,1.19,9.597,8.9
44820,1/10/2020 0:00,20:45:00,1.191,9.598,8.9
44821,1/10/2020 0:00,21:00:00,1.194,9.601,8.9
44822,1/10/2020 0:00,21:15:00,1.193,9.6,8.9
44823,1/10/2020 0:00,21:30:00,1.193,9.6,8.9
44824,1/10/2020 0:00,21:45:00,1.192,9.599,8.9
44825,1/10/2020 0:00,22:00:00,1.192,9.599,8.9
44826,1/10/2020 0:00,22:15:00,1.189,9.596,8.9
44827,1/10/2020 0:00,22:30:00,1.192,9.599,8.9
44828,1/10/2020 0:00,22:45:00,1.192,9.599,8.8
44829,1/10/2020 0:00,23:00:00,1.191,9.598,8.8
44830,1/10/2020 0:00,23:15:00,1.188,9.595,8.7
44831,1/10/2020 0:00,23:30:00,1.191,9.598,8.6
44832,1/10/2020 0:00,23:45:00,1.191,9.598,8.6
44833,1/11/2020 0:00,0:00:00,1.19,9.597,8.5
44834,1/11/2020 0:00,0:15:00,1.19,9.597,8.4
44835,1/11/2020 0:00,0:30:00,1.189,9.596,8.4
44836,1/11/2020 0:00,0:45:00,1.188,9.595,8.3
44837,1/11/2020 0:00,1:00:00,1.188,9.595,8.3
44838,1/11/2020 0:00,1:15:00,1.187,9.594,8.2
44839,1/11/2020 0:00,1:30:00,1.188,9.595,8.1
44840,1/11/2020 0:00,1:45:00,1.189,9.596,8.1
44841,1/11/2020 0:00,2:00:00,1.186,9.593,8
44842,1/11/2020 0:00,2:15:00,1.182,9.589,7.9
44843,1/11/2020 0:00,2:30:00,1.186,9.593,7.8
44844,1/11/2020 0:00,2:45:00,1.185,9.592,7.8
44845,1/11/2020 0:00,3:00:00,1.184,9.591,7.7
44846,1/11/2020 0:00,3:15:00,1.185,9.592,7.7
44847,1/11/2020 0:00,3:30:00,1.187,9.594,7.7
44848,1/11/2020 0:00,3:45:00,1.185,9.592,7.7
44849,1/11/2020 0:00,4:00:00,1.183,9.59,7.6
44850,1/11/2020 0:00,4:15:00,1.182,9.589,7.6
44851,1/11/2020 0:00,4:30:00,1.183,9.59,7.5
44852,1/11/2020 0:00,4:45:00,1.182,9.589,7.5
44853,1/11/2020 0:00,5:00:00,1.18,9.587,7.5
44854,1/11/2020 0:00,5:15:00,1.182,9.589,7.5
44855,1/11/2020 0:00,5:30:00,1.183,9.59,7.6
44856,1/11/2020 0:00,5:45:00,1.184,9.591,7.6
44857,1/11/2020 0:00,6:00:00,1.186,9.593,7.6
44858,1/11/2020 0:00,6:15:00,1.181,9.588,7.6
44859,1/11/2020 0:00,6:30:00,1.182,9.589,7.6
44860,1/11/2020 0:00,6:45:00,1.182,9.589,7.6
44861,1/11/2020 0:00,7:00:00,1.181,9.588,7.5
44862,1/11/2020 0:00,7:15:00,1.183,9.59,7.5
44863,1/11/2020 0:00,7:30:00,1.18,9.587,7.5
44864,1/11/2020 0:00,7:45:00,1.181,9.588,7.5
44865,1/11/2020 0:00,8:00:00,1.179,9.586,7.5
44866,1/11/2020 0:00,8:15:00,1.184,9.591,7.5
44867,1/11/2020 0:00,8:30:00,1.182,9.589,7.6
44868,1/11/2020 0:00,8:45:00,1.177,9.584,7.6
44869,1/11/2020 0:00,9:00:00,1.176,9.583,7.7
44870,1/11/2020 0:00,9:15:00,1.179,9.586,7.8
44871,1/11/2020 0:00,9:30:00,1.173,9.58,7.9
44872,1/11/2020 0:00,9:45:00,1.177,9.584,8
44873,1/11/2020 0:00,10:00:00,1.174,9.581,8.1
44874,1/11/2020 0:00,10:15:00,1.178,9.585,8.2
44875,1/11/2020 0:00,10:30:00,1.179,9.586,8.3
44876,1/11/2020 0:00,10:45:00,1.177,9.584,8.4
44877,1/11/2020 0:00,11:00:00,1.18,9.587,8.5
44878,1/11/2020 0:00,11:15:00,1.182,9.589,8.6
44879,1/11/2020 0:00,11:30:00,1.18,9.587,8.7
44880,1/11/2020 0:00,11:45:00,1.18,9.587,8.9
44881,1/11/2020 0:00,12:00:00,1.181,9.588,9.1
44882,1/11/2020 0:00,12:15:00,1.18,9.587,9.2
44883,1/11/2020 0:00,12:30:00,1.179,9.586,9.3
44884,1/11/2020 0:00,12:45:00,1.181,9.588,9.4
44885,1/11/2020 0:00,13:00:00,1.179,9.586,9.5
44886,1/11/2020 0:00,13:15:00,1.178,9.585,9.5
44887,1/11/2020 0:00,13:30:00,1.182,9.589,9.6
44888,1/11/2020 0:00,13:45:00,1.178,9.585,9.7
44889,1/11/2020 0:00,14:00:00,1.18,9.587,9.8
44890,1/11/2020 0:00,14:15:00,1.183,9.59,9.9
44891,1/11/2020 0:00,14:30:00,1.183,9.59,9.9
44892,1/11/2020 0:00,14:45:00,1.183,9.59,9.9
44893,1/11/2020 0:00,15:00:00,1.186,9.593,10
44894,1/11/2020 0:00,15:15:00,1.182,9.589,10
44895,1/11/2020 0:00,15:30:00,1.182,9.589,10
44896,1/11/2020 0:00,15:45:00,1.173,9.58,10
44897,1/11/2020 0:00,16:00:00,1.182,9.589,9.9
44898,1/11/2020 0:00,16:15:00,1.183,9.59,9.9
44899,1/11/2020 0:00,16:30:00,1.183,9.59,9.9
44900,1/11/2020 0:00,16:45:00,1.184,9.591,9.9
44901,1/11/2020 0:00,17:00:00,1.183,9.59,10
44902,1/11/2020 0:00,17:15:00,1.182,9.589,10
44903,1/11/2020 0:00,17:30:00,1.183,9.59,10
44904,1/11/2020 0:00,17:45:00,1.186,9.593,9.9
44905,1/11/2020 0:00,18:00:00,1.183,9.59,9.6
44906,1/11/2020 0:00,18:15:00,1.183,9.59,9.5
44907,1/11/2020 0:00,18:30:00,1.179,9.586,9.4
44908,1/11/2020 0:00,18:45:00,1.177,9.584,9.3
44909,1/11/2020 0:00,19:00:00,1.176,9.583,9.3
44910,1/11/2020 0:00,19:15:00,1.179,9.586,9.2
44911,1/11/2020 0:00,19:30:00,1.179,9.586,9.2
44912,1/11/2020 0:00,19:45:00,1.182,9.589,9.2
44913,1/11/2020 0:00,20:00:00,1.179,9.586,9.2
44914,1/11/2020 0:00,20:15:00,1.181,9.588,9.2
44915,1/11/2020 0:00,20:30:00,1.182,9.589,9.2
44916,1/11/2020 0:00,20:45:00,1.181,9.588,9.2
44917,1/11/2020 0:00,21:00:00,1.181,9.588,9.2
44918,1/11/2020 0:00,21:15:00,1.182,9.589,9.2
44919,1/11/2020 0:00,21:30:00,1.178,9.585,9.1
44920,1/11/2020 0:00,21:45:00,1.18,9.587,9.1
44921,1/11/2020 0:00,22:00:00,1.181,9.588,9
44922,1/11/2020 0:00,22:15:00,1.18,9.587,8.9
44923,1/11/2020 0:00,22:30:00,1.184,9.591,8.9
44924,1/11/2020 0:00,22:45:00,1.179,9.586,8.8
44925,1/11/2020 0:00,23:00:00,1.178,9.585,8.7
44926,1/11/2020 0:00,23:15:00,1.181,9.588,8.6
44927,1/11/2020 0:00,23:30:00,1.178,9.585,8.6
44928,1/11/2020 0:00,23:45:00,1.178,9.585,8.5
44929,1/12/2020 0:00,0:00:00,1.177,9.584,8.4
44930,1/12/2020 0:00,0:15:00,1.177,9.584,8.4
44931,1/12/2020 0:00,0:30:00,1.179,9.586,8.3
44932,1/12/2020 0:00,0:45:00,1.176,9.583,8.2
44933,1/12/2020 0:00,1:00:00,1.176,9.583,8.2
44934,1/12/2020 0:00,1:15:00,1.178,9.585,8.1
44935,1/12/2020 0:00,1:30:00,1.18,9.587,8.1
44936,1/12/2020 0:00,1:45:00,1.177,9.584,8
44937,1/12/2020 0:00,2:00:00,1.177,9.584,7.9
44938,1/12/2020 0:00,2:15:00,1.179,9.586,7.9
44939,1/12/2020 0:00,2:30:00,1.175,9.582,7.8
44940,1/12/2020 0:00,2:45:00,1.177,9.584,7.8
44941,1/12/2020 0:00,3:00:00,1.174,9.581,7.5
44942,1/12/2020 0:00,3:15:00,1.175,9.582,7.5
44943,1/12/2020 0:00,3:30:00,1.176,9.583,7.5
44944,1/12/2020 0:00,3:45:00,1.176,9.583,7.5
44945,1/12/2020 0:00,4:00:00,1.175,9.582,7.5
44946,1/12/2020 0:00,4:15:00,1.176,9.583,7.4
44947,1/12/2020 0:00,4:30:00,1.171,9.578,7.4
44948,1/12/2020 0:00,4:45:00,1.177,9.584,7.4
44949,1/12/2020 0:00,5:00:00,1.175,9.582,7.4
44950,1/12/2020 0:00,5:15:00,1.173,9.58,7.4
44951,1/12/2020 0:00,5:30:00,1.177,9.584,7.3
44952,1/12/2020 0:00,5:45:00,1.173,9.58,7.3
44953,1/12/2020 0:00,6:00:00,1.172,9.579,7.3
44954,1/12/2020 0:00,6:15:00,1.171,9.578,7.3
44955,1/12/2020 0:00,6:30:00,1.173,9.58,7.2
44956,1/12/2020 0:00,6:45:00,1.177,9.584,7.2
44957,1/12/2020 0:00,7:00:00,1.175,9.582,7.1
44958,1/12/2020 0:00,7:15:00,1.175,9.582,7.1
44959,1/12/2020 0:00,7:30:00,1.178,9.585,7.1
44960,1/12/2020 0:00,7:45:00,1.175,9.582,7.1
44961,1/12/2020 0:00,8:00:00,1.176,9.583,7.1
44962,1/12/2020 0:00,8:15:00,1.17,9.577,7.1
44963,1/12/2020 0:00,8:30:00,1.173,9.58,7.2
44964,1/12/2020 0:00,8:45:00,1.174,9.581,7.2
44965,1/12/2020 0:00,9:00:00,1.171,9.578,7.3
44966,1/12/2020 0:00,9:15:00,1.171,9.578,7.4
44967,1/12/2020 0:00,9:30:00,1.171,9.578,7.4
44968,1/12/2020 0:00,9:45:00,1.171,9.578,7.5
44969,1/12/2020 0:00,10:00:00,1.172,9.579,7.6
44970,1/12/2020 0:00,10:15:00,1.172,9.579,7.7
44971,1/12/2020 0:00,10:30:00,1.17,9.577,7.8
44972,1/12/2020 0:00,10:45:00,1.166,9.573,7.9
44973,1/12/2020 0:00,11:00:00,1.168,9.575,8
44974,1/12/2020 0:00,11:15:00,1.17,9.577,8.2
44975,1/12/2020 0:00,11:30:00,1.172,9.579,8.4
44976,1/12/2020 0:00,11:45:00,1.172,9.579,8.6
44977,1/12/2020 0:00,12:00:00,1.17,9.577,8.7
44978,1/12/2020 0:00,12:15:00,1.169,9.576,8.9
44979,1/12/2020 0:00,12:30:00,1.171,9.578,9
44980,1/12/2020 0:00,12:45:00,1.175,9.582,9.2
44981,1/12/2020 0:00,13:00:00,1.173,9.58,9.3
44982,1/12/2020 0:00,13:15:00,1.173,9.58,9.4
44983,1/12/2020 0:00,13:30:00,1.175,9.582,9.6
44984,1/12/2020 0:00,13:45:00,1.173,9.58,9.7
44985,1/12/2020 0:00,14:00:00,1.175,9.582,9.8
44986,1/12/2020 0:00,14:15:00,1.174,9.581,9.8
44987,1/12/2020 0:00,14:30:00,1.172,9.579,9.9
44988,1/12/2020 0:00,14:45:00,1.175,9.582,9.9
44989,1/12/2020 0:00,15:00:00,1.173,9.58,9.9
44990,1/12/2020 0:00,15:15:00,1.174,9.581,9.9
44991,1/12/2020 0:00,15:30:00,1.169,9.576,9.9
44992,1/12/2020 0:00,15:45:00,1.167,9.574,9.7
44993,1/12/2020 0:00,16:00:00,1.169,9.576,9.6
44994,1/12/2020 0:00,16:15:00,1.163,9.57,9.5
44995,1/12/2020 0:00,16:30:00,1.167,9.574,9.4
44996,1/12/2020 0:00,16:45:00,1.167,9.574,9.3
44997,1/12/2020 0:00,17:00:00,1.163,9.57,9.2
44998,1/12/2020 0:00,17:15:00,1.165,9.572,9.1
44999,1/12/2020 0:00,17:30:00,1.163,9.57,9
45000,1/12/2020 0:00,17:45:00,1.167,9.574,8.9
45001,1/12/2020 0:00,18:00:00,1.164,9.571,8.8
45002,1/12/2020 0:00,18:15:00,1.164,9.571,8.8
45003,1/12/2020 0:00,18:30:00,1.166,9.573,8.7
45004,1/12/2020 0:00,18:45:00,1.169,9.576,8.7
45005,1/12/2020 0:00,19:00:00,1.167,9.574,8.7
45006,1/12/2020 0:00,19:15:00,1.163,9.57,8.7
45007,1/12/2020 0:00,19:30:00,1.17,9.577,8.7
45008,1/12/2020 0:00,19:45:00,1.167,9.574,8.7
45009,1/12/2020 0:00,20:00:00,1.167,9.574,8.7
45010,1/12/2020 0:00,20:15:00,1.168,9.575,8.7
45011,1/12/2020 0:00,20:30:00,1.174,9.581,8.7
45012,1/12/2020 0:00,20:45:00,1.17,9.577,8.8
45013,1/12/2020 0:00,21:00:00,1.169,9.576,8.8
45014,1/12/2020 0:00,21:15:00,1.175,9.582,8.8
45015,1/12/2020 0:00,21:30:00,1.171,9.578,8.8
45016,1/12/2020 0:00,21:45:00,1.172,9.579,8.8
45017,1/12/2020 0:00,22:00:00,1.175,9.582,8.8
45018,1/12/2020 0:00,22:15:00,1.169,9.576,8.8
45019,1/12/2020 0:00,22:30:00,1.171,9.578,8.7
45020,1/12/2020 0:00,22:45:00,1.171,9.578,8.7
45021,1/12/2020 0:00,23:00:00,1.174,9.581,8.6
45022,1/12/2020 0:00,23:15:00,1.171,9.578,8.5
45023,1/12/2020 0:00,23:30:00,1.168,9.575,8.5
45024,1/12/2020 0:00,23:45:00,1.172,9.579,8.4
45025,1/13/2020 0:00,0:00:00,1.17,9.577,8.3
45026,1/13/2020 0:00,0:15:00,1.168,9.575,8.2
45027,1/13/2020 0:00,0:30:00,1.169,9.576,8.2
45028,1/13/2020 0:00,0:45:00,1.17,9.577,8.1
45029,1/13/2020 0:00,1:00:00,1.17,9.577,8
45030,1/13/2020 0:00,1:15:00,1.17,9.577,8
45031,1/13/2020 0:00,1:30:00,1.168,9.575,7.9
45032,1/13/2020 0:00,1:45:00,1.171,9.578,7.8
45033,1/13/2020 0:00,2:00:00,1.167,9.574,7.8
45034,1/13/2020 0:00,2:15:00,1.169,9.576,7.7
45035,1/13/2020 0:00,2:30:00,1.169,9.576,7.7
45036,1/13/2020 0:00,2:45:00,1.168,9.575,7.6
45037,1/13/2020 0:00,3:00:00,1.167,9.574,7.6
45038,1/13/2020 0:00,3:15:00,1.169,9.576,7.6
45039,1/13/2020 0:00,3:30:00,1.165,9.572,7.5
45040,1/13/2020 0:00,3:45:00,1.168,9.575,7.5
45041,1/13/2020 0:00,4:00:00,1.171,9.578,7.4
45042,1/13/2020 0:00,4:15:00,1.165,9.572,7.4
45043,1/13/2020 0:00,4:30:00,1.168,9.575,7.3
45044,1/13/2020 0:00,4:45:00,1.169,9.576,7.3
45045,1/13/2020 0:00,5:00:00,1.17,9.577,7.3
45046,1/13/2020 0:00,5:15:00,1.168,9.575,7.2
45047,1/13/2020 0:00,5:30:00,1.165,9.572,7.2
45048,1/13/2020 0:00,5:45:00,1.168,9.575,7.2
45049,1/13/2020 0:00,6:00:00,1.169,9.576,7.1
45050,1/13/2020 0:00,6:15:00,1.168,9.575,7.1
45051,1/13/2020 0:00,6:30:00,1.169,9.576,7.1
45052,1/13/2020 0:00,6:45:00,1.169,9.576,7.1
45053,1/13/2020 0:00,7:00:00,1.169,9.576,7
45054,1/13/2020 0:00,7:15:00,1.166,9.573,7
45055,1/13/2020 0:00,7:30:00,1.163,9.57,7
45056,1/13/2020 0:00,7:45:00,1.167,9.574,7
45057,1/13/2020 0:00,8:00:00,1.163,9.57,7
45058,1/13/2020 0:00,8:15:00,1.163,9.57,7
45059,1/13/2020 0:00,8:30:00,1.165,9.572,7
45060,1/13/2020 0:00,8:45:00,1.164,9.571,7.1
45061,1/13/2020 0:00,9:00:00,1.161,9.568,7.1
45062,1/13/2020 0:00,9:15:00,1.163,9.57,7.2
45063,1/13/2020 0:00,9:30:00,1.161,9.568,7.2
45064,1/13/2020 0:00,9:45:00,1.159,9.566,7.3
45065,1/13/2020 0:00,10:00:00,1.159,9.566,7.4
45066,1/13/2020 0:00,10:15:00,1.158,9.565,7.5
45067,1/13/2020 0:00,10:30:00,1.161,9.568,7.6
45068,1/13/2020 0:00,10:45:00,1.159,9.566,7.7
45069,1/13/2020 0:00,11:00:00,1.154,9.561,7.9
45070,1/13/2020 0:00,11:15:00,1.159,9.566,8
45071,1/13/2020 0:00,11:30:00,1.165,9.572,8.2
45072,1/13/2020 0:00,11:45:00,1.163,9.57,8.4
45073,1/13/2020 0:00,12:00:00,1.162,9.569,8.6
45074,1/13/2020 0:00,12:15:00,1.165,9.572,8.7
45075,1/13/2020 0:00,12:30:00,1.164,9.571,8.9
45076,1/13/2020 0:00,12:45:00,1.163,9.57,9
45077,1/13/2020 0:00,13:00:00,1.162,9.569,9.1
45078,1/13/2020 0:00,13:15:00,1.164,9.571,9.2
45079,1/13/2020 0:00,13:30:00,1.166,9.573,9.4
45080,1/13/2020 0:00,13:45:00,1.167,9.574,9.5
45081,1/13/2020 0:00,14:00:00,1.168,9.575,9.6
45082,1/13/2020 0:00,14:15:00,1.17,9.577,9.7
45083,1/13/2020 0:00,14:30:00,1.166,9.573,9.7
45084,1/13/2020 0:00,14:45:00,1.165,9.572,9.7
45085,1/13/2020 0:00,15:00:00,1.164,9.571,9.6
45086,1/13/2020 0:00,15:15:00,1.161,9.568,9.4
45087,1/13/2020 0:00,15:30:00,1.158,9.565,9.2
45088,1/13/2020 0:00,15:45:00,1.155,9.562,9
45089,1/13/2020 0:00,16:00:00,1.156,9.563,8.8
45090,1/13/2020 0:00,16:15:00,1.158,9.565,8.8
45091,1/13/2020 0:00,16:30:00,1.154,9.561,8.7
45092,1/13/2020 0:00,16:45:00,1.158,9.565,8.6
45093,1/13/2020 0:00,17:00:00,1.155,9.562,8.6
45094,1/13/2020 0:00,17:15:00,1.158,9.565,8.5
45095,1/13/2020 0:00,17:30:00,1.156,9.563,8.4
45096,1/13/2020 0:00,17:45:00,1.157,9.564,8.4
45097,1/13/2020 0:00,18:00:00,1.16,9.567,8.4
45098,1/13/2020 0:00,18:15:00,1.159,9.566,8.3
45099,1/13/2020 0:00,18:30:00,1.159,9.566,8.3
45100,1/13/2020 0:00,18:45:00,1.159,9.566,8.3
45101,1/13/2020 0:00,19:00:00,1.158,9.565,8.3
45102,1/13/2020 0:00,19:15:00,1.158,9.565,8.3
45103,1/13/2020 0:00,19:30:00,1.159,9.566,8.3
45104,1/13/2020 0:00,19:45:00,1.161,9.568,8.3
45105,1/13/2020 0:00,20:00:00,1.159,9.566,8.3
45106,1/13/2020 0:00,20:15:00,1.161,9.568,8.3
45107,1/13/2020 0:00,20:30:00,1.165,9.572,8.4
45108,1/13/2020 0:00,20:45:00,1.163,9.57,8.4
45109,1/13/2020 0:00,21:00:00,1.165,9.572,8.4
45110,1/13/2020 0:00,21:15:00,1.166,9.573,8.5
45111,1/13/2020 0:00,21:30:00,1.167,9.574,8.5
45112,1/13/2020 0:00,21:45:00,1.167,9.574,8.5
45113,1/13/2020 0:00,22:00:00,1.165,9.572,8.5
45114,1/13/2020 0:00,22:15:00,1.165,9.572,8.5
45115,1/13/2020 0:00,22:30:00,1.166,9.573,8.5
45116,1/13/2020 0:00,22:45:00,1.163,9.57,8.4
45117,1/13/2020 0:00,23:00:00,1.165,9.572,8.4
45118,1/13/2020 0:00,23:15:00,1.161,9.568,8.3
45119,1/13/2020 0:00,23:30:00,1.162,9.569,8.3
45120,1/13/2020 0:00,23:45:00,1.162,9.569,8.2
45121,1/14/2020 0:00,0:00:00,1.162,9.569,8.2
45122,1/14/2020 0:00,0:15:00,1.162,9.569,8.1
45123,1/14/2020 0:00,0:30:00,1.159,9.566,8.1
45124,1/14/2020 0:00,0:45:00,1.16,9.567,8
45125,1/14/2020 0:00,1:00:00,1.164,9.571,7.9
45126,1/14/2020 0:00,1:15:00,1.163,9.57,7.9
45127,1/14/2020 0:00,1:30:00,1.16,9.567,7.8
45128,1/14/2020 0:00,1:45:00,1.161,9.568,7.8
45129,1/14/2020 0:00,2:00:00,1.159,9.566,7.7
45130,1/14/2020 0:00,2:15:00,1.162,9.569,7.6
45131,1/14/2020 0:00,2:30:00,1.16,9.567,7.6
45132,1/14/2020 0:00,2:45:00,1.159,9.566,7.5
45133,1/14/2020 0:00,3:00:00,1.159,9.566,7.5
45134,1/14/2020 0:00,3:15:00,1.159,9.566,7.4
45135,1/14/2020 0:00,3:30:00,1.159,9.566,7.4
45136,1/14/2020 0:00,3:45:00,1.159,9.566,7.3
45137,1/14/2020 0:00,4:00:00,1.16,9.567,7.3
45138,1/14/2020 0:00,4:15:00,1.156,9.563,7.2
45139,1/14/2020 0:00,4:30:00,1.158,9.565,7.2
45140,1/14/2020 0:00,4:45:00,1.156,9.563,7.1
45141,1/14/2020 0:00,5:00:00,1.16,9.567,7.1
45142,1/14/2020 0:00,5:15:00,1.158,9.565,7.1
45143,1/14/2020 0:00,5:30:00,1.16,9.567,7
45144,1/14/2020 0:00,5:45:00,1.154,9.561,7
45145,1/14/2020 0:00,6:00:00,1.156,9.563,7
45146,1/14/2020 0:00,6:15:00,1.16,9.567,6.9
45147,1/14/2020 0:00,6:30:00,1.154,9.561,6.9
45148,1/14/2020 0:00,6:45:00,1.156,9.563,6.9
45149,1/14/2020 0:00,7:00:00,1.153,9.56,6.8
45150,1/14/2020 0:00,7:15:00,1.152,9.559,6.8
45151,1/14/2020 0:00,7:30:00,1.156,9.563,6.8
45152,1/14/2020 0:00,7:45:00,1.15,9.557,6.8
45153,1/14/2020 0:00,8:00:00,1.155,9.562,6.8
45154,1/14/2020 0:00,8:15:00,1.154,9.561,6.8
45155,1/14/2020 0:00,8:30:00,1.157,9.564,6.8
45156,1/14/2020 0:00,8:45:00,1.149,9.556,6.9
45157,1/14/2020 0:00,9:00:00,1.151,9.558,6.9
45158,1/14/2020 0:00,9:15:00,1.154,9.561,7
45159,1/14/2020 0:00,9:30:00,1.152,9.559,7.1
45160,1/14/2020 0:00,9:45:00,1.151,9.558,7.2
45161,1/14/2020 0:00,10:00:00,1.15,9.557,7.3
45162,1/14/2020 0:00,10:15:00,1.151,9.558,7.4
45163,1/14/2020 0:00,10:30:00,1.151,9.558,7.5
45164,1/14/2020 0:00,10:45:00,1.154,9.561,7.7
45165,1/14/2020 0:00,11:00:00,1.154,9.561,7.8
45166,1/14/2020 0:00,11:15:00,1.15,9.557,8
45167,1/14/2020 0:00,11:30:00,1.15,9.557,8.1
45168,1/14/2020 0:00,11:45:00,1.151,9.558,8.3
45169,1/14/2020 0:00,12:00:00,1.153,9.56,8.5
45170,1/14/2020 0:00,12:15:00,1.152,9.559,8.6
45171,1/14/2020 0:00,12:30:00,1.152,9.559,8.8
45172,1/14/2020 0:00,12:45:00,1.156,9.563,8.9
45173,1/14/2020 0:00,13:00:00,1.152,9.559,9
45174,1/14/2020 0:00,13:15:00,1.153,9.56,9
45175,1/14/2020 0:00,13:30:00,1.15,9.557,9.1
45176,1/14/2020 0:00,13:45:00,1.154,9.561,9.1
45177,1/14/2020 0:00,14:00:00,1.15,9.557,9.2
45178,1/14/2020 0:00,14:15:00,1.15,9.557,9.2
45179,1/14/2020 0:00,14:30:00,1.152,9.559,9.3
45180,1/14/2020 0:00,14:45:00,1.15,9.557,9.3
45181,1/14/2020 0:00,15:00:00,1.154,9.561,9.3
45182,1/14/2020 0:00,15:15:00,1.15,9.557,9.3
45183,1/14/2020 0:00,15:30:00,1.151,9.558,9.3
45184,1/14/2020 0:00,15:45:00,1.145,9.552,9.2
45185,1/14/2020 0:00,16:00:00,1.148,9.555,9.2
45186,1/14/2020 0:00,16:15:00,1.146,9.553,9.1
45187,1/14/2020 0:00,16:30:00,1.148,9.555,9
45188,1/14/2020 0:00,16:45:00,1.149,9.556,8.9
45189,1/14/2020 0:00,17:00:00,1.145,9.552,8.8
45190,1/14/2020 0:00,17:15:00,1.146,9.553,8.8
45191,1/14/2020 0:00,17:30:00,1.145,9.552,8.7
45192,1/14/2020 0:00,17:45:00,1.145,9.552,8.6
45193,1/14/2020 0:00,18:00:00,1.145,9.552,8.5
45194,1/14/2020 0:00,18:15:00,1.144,9.551,8.5
45195,1/14/2020 0:00,18:30:00,1.146,9.553,8.5
45196,1/14/2020 0:00,18:45:00,1.147,9.554,8.4
45197,1/14/2020 0:00,19:00:00,1.147,9.554,8.4
45198,1/14/2020 0:00,19:15:00,1.148,9.555,8.4
45199,1/14/2020 0:00,19:30:00,1.145,9.552,8.4
45200,1/14/2020 0:00,19:45:00,1.148,9.555,8.4
45201,1/14/2020 0:00,20:00:00,1.147,9.554,8.4
45202,1/14/2020 0:00,20:15:00,1.148,9.555,8.4
45203,1/14/2020 0:00,20:30:00,1.155,9.562,8.4
45204,1/14/2020 0:00,20:45:00,1.153,9.56,8.4
45205,1/14/2020 0:00,21:00:00,1.15,9.557,8.5
45206,1/14/2020 0:00,21:15:00,1.15,9.557,8.5
45207,1/14/2020 0:00,21:30:00,1.154,9.561,8.5
45208,1/14/2020 0:00,21:45:00,1.155,9.562,8.6
45209,1/14/2020 0:00,22:00:00,1.154,9.561,8.6
45210,1/14/2020 0:00,22:15:00,1.152,9.559,8.6
45211,1/14/2020 0:00,22:30:00,1.152,9.559,8.6
45212,1/14/2020 0:00,22:45:00,1.154,9.561,8.6
45213,1/14/2020 0:00,23:00:00,1.154,9.561,8.5
45214,1/14/2020 0:00,23:15:00,1.151,9.558,8.5
45215,1/14/2020 0:00,23:30:00,1.152,9.559,8.4
45216,1/14/2020 0:00,23:45:00,1.153,9.56,8.4
45217,1/15/2020 0:00,0:00:00,1.151,9.558,8.4
